date,open,high,low,close,adj close,volume
11/19/2010,167.5,167.75,165.699997,166.669998,147.883606,4584500
11/22/2010,164.300003,164.380005,158.449997,161.050003,142.897095,11364000
11/23/2010,159.100006,160.899994,157.660004,157.779999,139.995667,7315000
11/24/2010,158.960007,160.699997,158.550003,160.259995,142.196121,4258200
11/26/2010,158.460007,159.350006,158.070007,158.220001,140.386047,1876900
11/29/2010,157.490005,160,157,159.279999,141.326614,4819900
11/30/2010,158.070007,159.330002,156.139999,156.139999,138.845642,5416900
12/1/2010,158.449997,159.199997,157,158.449997,140.89975,6024000
12/2/2010,159.160004,163.25,158.839996,162.5,144.50119,7208600
12/3/2010,161.309998,162.5,160.949997,162.309998,144.332214,4658000
12/6/2010,161.660004,163.190002,161.490005,162.649994,144.634537,3686300
12/7/2010,164.520004,164.770004,161.440002,161.589996,143.69194,5527700
12/8/2010,161.960007,166.139999,161.889999,166.139999,147.738037,5259500
12/9/2010,167,167.75,165.75,166.449997,148.013672,5746400
12/10/2010,166.410004,168.470001,165.899994,168.470001,149.809952,4543600
12/13/2010,168.25,170.919998,167.899994,169.479996,150.708069,5325200
12/14/2010,169.669998,169.990005,166.839996,167.330002,148.796173,4892700
12/15/2010,166.639999,167.289993,165.110001,165.210007,146.910995,4358100
12/16/2010,165.690002,165.910004,163.210007,164.460007,146.24408,4164400
12/17/2010,163.919998,165,163.119995,164.039993,145.870605,5343000
12/20/2010,163.740005,166.899994,163.649994,166.050003,147.657974,3719100
12/21/2010,166.539993,168.880005,166.5,168.229996,149.596497,4546900
12/22/2010,168.669998,169.679993,167.899994,169.600006,150.814728,3858500
12/23/2010,169.100006,169.699997,167.169998,167.600006,149.036301,2494000
12/27/2010,166.789993,170,166.410004,169.830002,151.019287,2715000
12/28/2010,170,171.229996,168.830002,169.190002,150.45018,2862900
12/29/2010,169.399994,169.779999,166.570007,167.630005,149.062943,3329800
12/30/2010,168.089996,168.25,166.990005,167.639999,149.071854,1745400
12/31/2010,167.580002,168.800003,167.009995,168.160004,149.534256,1636300
1/3/2011,170.550003,173.25,169.850006,173.050003,153.882645,5717100
1/4/2011,173.869995,174,172,173.080002,153.909348,3335500
1/5/2011,172.050003,174.490005,172,174,154.727432,4140600
1/6/2011,174.509995,174.589996,171.979996,172.210007,153.135681,5375200
1/7/2011,172.699997,172.889999,169.360001,170.690002,151.784012,4916100
1/10/2011,170,171.289993,169.199997,169.759995,150.957031,3650300
1/11/2011,170.5,171.429993,168.320007,169.360001,150.601349,4572300
1/12/2011,169.389999,172.309998,169.179993,171.669998,152.655472,5592900
1/13/2011,172.039993,172.600006,171,171.570007,152.566574,3183800
1/14/2011,171.190002,175,171.190002,175,155.616699,5885100
1/18/2011,174.75,175.339996,173.050003,174.679993,155.332092,4981200
1/19/2011,169.460007,171.490005,165.860001,166.490005,148.04921,13372700
1/20/2011,166.550003,167.059998,164.009995,165.690002,147.33783,8914900
1/21/2011,165.880005,169.199997,165.119995,166.199997,147.791367,5876500
1/24/2011,165.990005,167.070007,165.75,166.300003,147.88028,4624300
1/25/2011,163.050003,164.789993,160.119995,161.979996,144.038757,11259800
1/26/2011,161.699997,162.839996,161.039993,161.309998,143.442978,6738000
1/27/2011,161.130005,164.25,161.110001,164.029999,145.861725,6036000
1/28/2011,164.160004,165.089996,161.419998,161.770004,143.851974,4570000
1/31/2011,161.380005,163.720001,161.229996,163.619995,145.497116,3792800
2/1/2011,163.860001,166.25,163.610001,165.330002,147.017715,4138400
2/2/2011,165.149994,166.639999,164.199997,165.050003,146.768723,2986200
2/3/2011,164.990005,164.990005,161.839996,164.639999,146.404129,4710400
2/4/2011,164.880005,164.979996,162.759995,164.830002,146.57312,3354500
2/7/2011,164.789993,168.100006,164.600006,167.130005,148.618332,5036700
2/8/2011,167.020004,168.720001,166.259995,168.550003,149.881073,4718700
2/9/2011,168.229996,168.229996,164.660004,166.009995,147.622406,5663900
2/10/2011,165.149994,166.649994,164.679993,165.339996,147.026596,4265800
2/11/2011,165.110001,167.690002,164.809998,166.660004,148.200409,4257100
2/14/2011,166.149994,167.800003,165.509995,167.520004,148.965118,3547200
2/15/2011,167.320007,168.440002,166.820007,167.910004,149.311935,4025900
2/16/2011,168.559998,169.899994,168,168.809998,150.112244,4606300
2/17/2011,168.539993,168.690002,167,167.160004,148.64502,4448100
2/18/2011,167.039993,168.300003,166.850006,168.039993,149.427536,3728100
2/22/2011,165.669998,165.759995,162.350006,162.940002,144.892441,5448200
2/23/2011,162.630005,164.800003,161.770004,163.089996,145.025833,4560400
2/24/2011,162.199997,163.899994,161.320007,163.440002,145.337082,4619300
2/25/2011,164.050003,165.880005,163.520004,165.119995,146.830948,4636200
2/28/2011,165.529999,166.25,163.110001,163.779999,145.9487,4235200
3/1/2011,163.550003,164.490005,161.300003,161.309998,143.747696,7015500
3/2/2011,161.580002,163.330002,161.110001,161.690002,144.086288,4658400
3/3/2011,162.710007,165.179993,162.690002,164.490005,146.581406,4581200
3/4/2011,162.880005,163,160.360001,161,143.471405,7810800
3/7/2011,161.410004,161.839996,158.5,159.149994,141.822861,7004100
3/8/2011,159.429993,161.779999,159.039993,161.300003,143.738785,4845900
3/9/2011,161.850006,163.720001,161.580002,162.350006,144.674454,4125200
3/10/2011,160.800003,161,159.990005,160.270004,142.820908,4563400
3/11/2011,159.850006,161.550003,159.839996,160.679993,143.186234,2883900
3/14/2011,159.940002,160.5,158.020004,158.429993,141.181183,4376100
3/15/2011,156.059998,158.050003,154.850006,157.25,140.1297,5243600
3/16/2011,157.229996,157.240005,153.259995,154.380005,137.572159,7223400
3/17/2011,155.929993,156.350006,153.949997,155.75,138.792999,5293900
3/18/2011,156.600006,160.25,155.240005,159.960007,142.544678,10170600
3/21/2011,161.619995,162.149994,159.899994,160.210007,142.76741,4663300
3/22/2011,160.639999,162.210007,160.119995,160.789993,143.284271,3538900
3/23/2011,160.020004,160.229996,158.240005,159.529999,142.161484,3603300
3/24/2011,160.350006,160.5,158.830002,159.910004,142.500092,2734400
3/25/2011,160.509995,160.509995,157.699997,157.970001,140.771317,4020700
3/28/2011,158.199997,159.289993,156.410004,156.470001,139.434647,3686800
3/29/2011,156.600006,158.699997,155.529999,158.470001,141.216873,3769400
3/30/2011,159.029999,160.429993,157.470001,159.070007,141.751541,2967200
3/31/2011,157.380005,160.070007,157.320007,158.600006,141.332703,3317700
4/1/2011,159.770004,162,159.660004,160.229996,142.785248,3787900
4/4/2011,160.759995,160.880005,158.600006,158.899994,141.600113,2816800
4/5/2011,158.460007,159.149994,157.619995,158.910004,141.608994,3173700
4/6/2011,159.889999,161.990005,158.850006,161.889999,144.264526,4198700
4/7/2011,161.990005,164.399994,161.570007,162.399994,144.718979,4589200
4/8/2011,163.490005,163.619995,160.820007,160.960007,143.435776,3280800
4/11/2011,160.539993,162.910004,160.539993,161.470001,143.890305,3126900
4/12/2011,160.25,161.440002,159.449997,160.419998,142.954529,3328100
4/13/2011,162.5,163.979996,159.830002,160.169998,142.731796,5145000
4/14/2011,157.509995,157.600006,155.25,155.789993,138.828613,7982300
4/15/2011,156.179993,156.949997,154.630005,155.130005,138.24054,5608300
4/18/2011,154.050003,154.880005,151.520004,153.779999,137.037537,5992900
4/19/2011,156.089996,156.100006,149.550003,151.860001,135.326523,13463800
4/20/2011,153.169998,154.149994,151.5,152.699997,136.075089,7181300
4/21/2011,153.089996,154.330002,152.699997,153.509995,136.796875,3977500
4/25/2011,152.580002,152.589996,151.179993,152.190002,135.62059,3711600
4/26/2011,151.889999,153.949997,151.779999,153.270004,136.583023,4400000
4/27/2011,153.600006,153.850006,152,152.860001,136.217651,4207000
4/28/2011,152.550003,152.600006,150.199997,150.600006,134.20372,5906700
4/29/2011,150.279999,151.869995,149.639999,151.009995,134.569061,6075500
5/2/2011,152.199997,153.070007,151.070007,151.300003,134.827469,4362700
5/3/2011,150.970001,152.800003,150.679993,151.869995,135.335419,3557400
5/4/2011,152.25,152.460007,150.949997,151.520004,135.023575,3768000
5/5/2011,150.869995,151.220001,149.949997,150.410004,134.034393,4100200
5/6/2011,151.470001,151.970001,149.529999,150.100006,133.758148,5429300
5/9/2011,149.699997,149.869995,148.800003,149.119995,132.884872,3152400
5/10/2011,149.020004,150.740005,148.520004,150.399994,134.025482,4033800
5/11/2011,150,150,147.649994,147.880005,131.779846,5310500
5/12/2011,145.990005,146.779999,140.660004,142.75,127.208351,20659200
5/13/2011,142.389999,142.520004,139.25,141.460007,126.05883,14256700
5/16/2011,140.889999,143.389999,140.259995,140.600006,125.292442,6458800
5/17/2011,140.259995,141.949997,139.080002,140.809998,125.479568,7071400
5/18/2011,140.929993,141.820007,140.210007,140.839996,125.506317,4768900
5/19/2011,141.229996,141.300003,138.429993,139.339996,124.169609,7331500
5/20/2011,138.179993,139.639999,134.789993,134.990005,120.293236,11284500
5/23/2011,133.639999,137.190002,133.639999,135.839996,121.050667,8406500
5/24/2011,136.270004,136.759995,135.029999,136.339996,121.496216,6605300
5/25/2011,135.669998,137.589996,135.509995,136.240005,121.407135,6528800
5/26/2011,136.199997,136.699997,135.339996,136.259995,121.424957,5332300
5/27/2011,136.25,138.960007,136.229996,138.660004,123.881851,5275700
5/31/2011,140.820007,142.300003,139.880005,140.729996,125.731224,7023200
6/1/2011,139.949997,140,136.100006,136.169998,121.657242,6768100
6/2/2011,136.649994,136.729996,131.5,134.380005,120.058006,12423400
6/3/2011,132.979996,137.169998,132.889999,135.330002,120.906754,5457600
6/6/2011,134.75,135.220001,133.139999,133.899994,119.629189,5287800
6/7/2011,134.380005,135.759995,132.990005,132.990005,118.816154,6191500
6/8/2011,132.630005,134.889999,131.5,131.589996,117.565369,6795100
6/9/2011,131.990005,135.100006,131.830002,133.529999,119.298599,4498100
6/10/2011,133.210007,137.25,132.520004,135.919998,121.433868,7556800
6/13/2011,136.130005,137.970001,135.919998,137.529999,122.872269,5272900
6/14/2011,138.199997,138.949997,136.539993,137.100006,122.488136,5849900
6/15/2011,136.070007,137.589996,134.009995,134.850006,120.477974,5715200
6/16/2011,134.630005,136.889999,134.149994,136.089996,121.585762,5230700
6/17/2011,137.830002,138.789993,137.210007,137.229996,122.604279,6758300
6/20/2011,136.419998,136.729996,134.360001,135.139999,120.737015,4019900
6/21/2011,135.5,137.190002,134.300003,135.960007,121.469612,4213300
6/22/2011,135.589996,137.779999,134.429993,134.520004,120.18309,4224400
6/23/2011,133.100006,133.830002,131.639999,132.360001,118.253319,6706600
6/24/2011,132.809998,133.449997,130.820007,130.910004,116.957855,5774800
6/27/2011,130.75,131.860001,129.800003,130.710007,116.779175,5831800
6/28/2011,131.339996,131.339996,128.300003,129.259995,115.483665,8056000
6/29/2011,129.729996,133.229996,129.5,132.529999,118.40519,8170800
6/30/2011,133.050003,133.800003,131.5,133.089996,118.905502,4980900
7/1/2011,133.429993,136.720001,133.089996,136.649994,122.086075,5103500
7/5/2011,135.899994,136.050003,133,134.5,120.16523,4458300
7/6/2011,133.779999,134.440002,132.820007,133.889999,119.620232,3029100
7/7/2011,135.089996,136.199997,134.720001,135.009995,120.620872,3857500
7/8/2011,133.320007,134.399994,133.169998,134.080002,119.789963,4141600
7/11/2011,132.75,133.429993,131.070007,132.020004,117.949516,4722900
7/12/2011,131.419998,132.660004,130.100006,130.309998,116.421776,4330900
7/13/2011,130.740005,131.770004,129.699997,129.919998,116.073357,4410500
7/14/2011,131.699997,132.199997,129.75,129.889999,116.046562,5357200
7/15/2011,131.309998,131.509995,129.179993,130.160004,116.287773,5255100
7/18/2011,129.580002,130.160004,127.5,129.330002,115.546249,5836500
7/19/2011,125.730003,129.929993,125.5,128.490005,114.795761,15297700
7/20/2011,128,133.800003,127.580002,132.75,118.601738,8578300
7/21/2011,133.520004,135.979996,133.25,135.580002,121.13015,7671000
7/22/2011,135.029999,136.470001,134.440002,135.490005,121.049706,4925500
7/25/2011,134.169998,137.130005,133.5,136.850006,122.264786,5856700
7/26/2011,136.610001,139.25,136.020004,137.600006,122.934837,5464700
7/27/2011,136.789993,137.25,134.440002,134.720001,120.361771,5250000
7/28/2011,134.970001,138.130005,134.649994,135.839996,121.362442,4429700
7/29/2011,134.100006,136.600006,133.130005,134.970001,120.585114,5340300
8/1/2011,136.919998,137.339996,133.75,134.149994,119.852509,5880700
8/2/2011,132.080002,134.759995,131.179993,131.229996,117.243729,7594500
8/3/2011,131.350006,133.270004,130.710007,132.080002,118.003143,6499400
8/4/2011,130.839996,131.889999,126.209999,126.230003,112.776627,8193300
8/5/2011,127.75,129.229996,122.349998,125.18,111.838524,11167300
8/8/2011,122.080002,125.440002,112.110001,117.660004,105.119995,17378000
8/9/2011,120.510002,123.150002,111.599998,122.730003,109.649643,15913400
8/10/2011,119.580002,119.669998,110.040001,110.339996,98.580154,18592000
8/11/2011,112.940002,119.75,112.25,118.099998,105.513084,11842200
8/12/2011,119.82,120.879997,115.290001,116.470001,104.056839,9607900
8/15/2011,117.57,119.699997,116,119.129997,106.433327,7257200
8/16/2011,117.599998,119.779999,115.5,116.870003,104.4142,7413100
8/17/2011,117.360001,118.75,116.550003,117.25,104.7537,4828600
8/18/2011,112.150002,114.5,112.040001,113.139999,101.081734,9284600
8/19/2011,111.870003,115.300003,111.110001,111.760002,99.848831,6829000
8/22/2011,114.169998,114.489998,105.099998,106.510002,95.15831,11286600
8/23/2011,106.019997,108.800003,103.160004,106.860001,95.471024,24482500
8/24/2011,106.900002,110.739998,106.389999,110.309998,98.553337,10169800
8/25/2011,114.510002,118.099998,108.110001,109.839996,98.133446,11939500
8/26/2011,108.629997,112.580002,107.720001,111.75,99.839882,7355700
8/29/2011,113.650002,116.540001,112.330002,116.07,103.699463,5177900
8/30/2011,115.330002,116,113.25,115.18,103.215553,5298800
8/31/2011,115.400002,117.800003,114.669998,116.220001,104.147514,6488100
9/1/2011,115.550003,115.550003,111.599998,112.160004,100.509262,9855500
9/2/2011,108.580002,109.239998,105.800003,107.059998,95.939034,8380900
9/6/2011,103.669998,105.599998,103.43,104.559998,93.69873,7749300
9/7/2011,106,108.790001,105,108.339996,97.086044,6526400
9/8/2011,107.129997,108,104.739998,104.790001,93.904831,6508800
9/9/2011,104.379997,105.82,102.220001,102.25,91.628662,8613700
9/12/2011,100.790001,103,99.779999,102.919998,92.229057,8769600
9/13/2011,103.410004,105.18,101.5,104.089996,93.277534,7119200
9/14/2011,104.910004,105.879997,103.529999,104.540001,93.680786,6602200
9/15/2011,105.169998,108.190002,105.099998,107.970001,96.754494,6354500
9/16/2011,109.07,109.660004,105.910004,107.489998,96.324371,7999300
9/19/2011,105.32,105.599998,103.25,104.809998,93.922745,5821600
9/20/2011,105,105.269997,102.529999,102.610001,91.951263,4978100
9/21/2011,102.809998,102.830002,97.720001,97.860001,87.694664,8586100
9/22/2011,95.959999,96.029999,91.400002,93.980003,84.21772,12381300
9/23/2011,92.839996,96.519997,92.800003,95.18,85.293083,17489100
9/26/2011,96.190002,99.730003,95,99.139999,88.841705,7038600
9/27/2011,101.199997,104.080002,98.779999,99.550003,89.209129,8583800
9/28/2011,99.980003,100.809998,96.209999,96.32,86.314674,5676800
9/29/2011,98.650002,99.980003,97.199997,99.870003,89.495888,5949200
9/30/2011,98.279999,98.400002,94.459999,94.550003,84.728508,5780200
10/3/2011,93.739998,95.720001,89.879997,90.080002,80.72287,7745200
10/4/2011,88.32,95.220001,84.269997,94.580002,84.755402,12000000
10/5/2011,93.870003,95.540001,90.82,94.290001,84.495537,8455400
10/6/2011,94,98,91.760002,97.93,87.757423,7604000
10/7/2011,98.07,98.07,92.25,92.690002,83.061737,7636900
10/10/2011,94.919998,96.389999,93.949997,96.139999,86.153351,6123500
10/11/2011,94.559998,98.809998,94,96.699997,86.655159,7065300
10/12/2011,98.199997,101.129997,96.389999,99.110001,88.814873,8237900
10/13/2011,97.870003,98.019997,94.519997,96.150002,86.162346,6571500
10/14/2011,96.790001,97.839996,94.650002,96.730003,86.682083,5557400
10/17/2011,95.510002,97.889999,95.169998,96.900002,86.834412,7227800
10/18/2011,98.190002,103.739998,96.550003,102.25,91.628662,16777200
10/19/2011,101.550003,104.940002,100.32,100.790001,90.320313,9959400
10/20/2011,101.690002,102.169998,98.279999,100.860001,90.383057,7351200
10/21/2011,101.739998,103.059998,100.589996,102.089996,91.485275,5854800
10/24/2011,102.650002,104.730003,102.580002,103.980003,93.178947,5616600
10/25/2011,103.050003,103.169998,100.080002,100.440002,90.006668,5150100
10/26/2011,101.900002,106.739998,101.360001,106.330002,95.284866,11751700
10/27/2011,110.330002,117.529999,110,116.400002,104.308838,16477900
10/28/2011,114.339996,118.07,114,115.860001,103.824928,8249500
10/31/2011,112.790001,113.889999,109.480003,109.550003,98.17038,8071700
11/1/2011,103.489998,107.099998,102.709999,103.540001,92.784676,10225400
11/2/2011,106.449997,107.25,104.75,106.129997,95.105614,5602800
11/3/2011,108.029999,108.709999,102.089996,107.68,96.494621,8295100
11/4/2011,106.330002,106.57,103.809998,105.040001,94.128845,6074600
11/7/2011,104.949997,106.150002,103.75,105.57,94.603798,4696900
11/8/2011,106.410004,109.260002,106.199997,108.580002,97.301125,6138600
11/9/2011,104.989998,105,98.830002,99.669998,89.316681,10596500
11/10/2011,101.870003,101.940002,98.139999,99.5,89.164322,8536500
11/11/2011,100.889999,102.199997,100.260002,101.660004,91.099953,4770400
11/14/2011,100.519997,100.610001,98.379997,99.290001,88.976143,4826400
11/15/2011,98.300003,101.019997,98.059998,99.75,89.388344,5664100
11/16/2011,98.870003,98.989998,95.25,95.599998,85.669464,8889900
11/17/2011,95.989998,96.440002,91.82,92.349998,82.75705,8994900
11/18/2011,92.470001,93.389999,91.309998,91.910004,82.362747,6228700
11/21/2011,90.18,92.290001,88.900002,91.300003,81.816109,7802900
11/22/2011,90.709999,91.800003,88.610001,89.400002,80.113487,7087400
11/23/2011,88.980003,89.279999,87.599998,87.889999,78.760338,6608600
